file_name,path,subject,real_age,predicted,spread,detected,face_frac,padded
003A60.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/003A60.JPG,3,60,65.0,14.0,True,0.7000972628593445,False
003A61.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/003A61.JPG,3,61,62.0,9.0,True,0.7168073654174805,True
004A19.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/004A19.JPG,4,19,34.0,14.0,True,0.8369391560554504,True
004A21.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/004A21.JPG,4,21,26.0,5.0,True,0.6823402643203735,False
004A26.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/004A26.JPG,4,26,28.0,9.0,True,0.785029411315918,False
004A28.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/004A28.JPG,4,28,28.0,4.0,True,0.7410702109336853,True
004A30.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/004A30.JPG,4,30,38.0,14.0,True,0.7130511403083801,True
004A37.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/004A37.JPG,4,37,47.0,12.0,True,0.7857307195663452,False
004A40.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/004A40.JPG,4,40,35.0,17.0,True,0.8259798884391785,True
004A48.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/004A48.JPG,4,48,35.0,4.0,True,0.7376627922058105,True
004A51.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/004A51.JPG,4,51,56.0,9.0,True,0.7883906364440918,True
004A53.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/004A53.JPG,4,53,56.0,9.0,True,0.7250765562057495,False
004A62.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/004A62.JPG,4,62,58.0,5.0,True,0.8262709975242615,True
004A63.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/004A63.JPG,4,63,62.0,5.0,True,0.684559166431427,False
005A18.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/005A18.JPG,5,18,22.0,7.0,True,0.6097506880760193,False
005A24.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/005A24.JPG,5,24,27.0,9.0,True,0.5968229174613953,False
005A30.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/005A30.JPG,5,30,21.0,8.0,True,0.5501409769058228,False
005A31.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/005A31.JPG,5,31,25.0,13.0,True,0.615891695022583,False
005A35.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/005A35.JPG,5,35,46.0,35.0,True,0.5820865631103516,False
005A40.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/005A40.JPG,5,40,56.0,11.0,True,0.6156390905380249,False
005A45.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/005A45.JPG,5,45,53.0,18.0,True,0.7516189813613892,True
005A48.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/005A48.JPG,5,48,53.0,7.0,True,0.6673352122306824,False
005A49.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/005A49.JPG,5,49,54.0,7.0,True,0.6456912755966187,False
005A52.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/005A52.JPG,5,52,22.0,23.0,True,0.6655100584030151,False
005A61.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/005A61.JPG,5,61,57.0,16.0,True,0.6923781037330627,False
006A24.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/006A24.JPG,6,24,27.0,3.0,True,0.6253975033760071,False
006A28.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/006A28.JPG,6,28,25.0,4.0,True,0.6683961749076843,False
006A31.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/006A31.JPG,6,31,36.0,6.0,True,0.6675967574119568,False
006A36.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/006A36.JPG,6,36,28.0,9.0,True,0.585808515548706,False
006A40.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/006A40.JPG,6,40,30.0,9.0,True,0.703258216381073,False
006A42.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/006A42.JPG,6,42,36.0,9.0,True,0.7262176275253296,False
006A46.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/006A46.JPG,6,46,35.0,3.0,True,0.7333188652992249,False
006A51.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/006A51.JPG,6,51,45.0,19.0,True,0.7857110500335693,True
006A55.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/006A55.JPG,6,55,55.0,5.0,True,0.6580162048339844,False
006A61.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/006A61.JPG,6,61,36.0,5.0,True,0.7797949314117432,False
006A67.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/006A67.JPG,6,67,55.0,8.0,True,0.7514541149139404,False
006A69.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/006A69.JPG,6,69,65.0,3.0,True,0.7308006286621094,False
007A01.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/007A01.JPG,7,1,2.0,2.0,True,0.5899243950843811,False
007A18.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/007A18.JPG,7,18,20.0,11.0,True,0.5610096454620361,False
007A22.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/007A22.JPG,7,22,24.0,8.0,True,0.5564500689506531,False
007A23.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/007A23.JPG,7,23,28.0,16.0,True,0.7557796239852905,False
007A26.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/007A26.JPG,7,26,29.0,14.0,True,0.6419374942779541,False
007A37.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/007A37.JPG,7,37,37.0,10.0,True,0.6564610600471497,False
007A38.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/007A38.JPG,7,38,53.0,16.0,True,0.7267282605171204,False
007A39.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/007A39.JPG,7,39,36.0,17.0,True,0.5874534249305725,False
007A45.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/007A45.JPG,7,45,39.0,17.0,True,0.6706249117851257,False
008A03.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/008A03.JPG,8,3,5.0,1.0,True,0.6985235810279846,False
008A06.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/008A06.JPG,8,6,8.0,5.0,True,0.5632975101470947,False
008A08.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/008A08.JPG,8,8,8.0,0.0,True,0.5584766268730164,False
008A12.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/008A12.JPG,8,12,18.0,2.0,True,0.5970214009284973,False
008A13.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/008A13.JPG,8,13,18.0,10.0,True,0.6839315295219421,False
008A16.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/008A16.JPG,8,16,35.0,16.0,True,0.6739102005958557,False
008A17.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/008A17.JPG,8,17,21.0,9.0,True,0.8173686265945435,True
008A18.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/008A18.JPG,8,18,26.0,4.0,True,0.6941483616828918,True
008A21.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/008A21.JPG,8,21,24.0,11.0,True,0.6460248827934265,False
008A29.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/008A29.JPG,8,29,53.0,14.0,True,0.7629856467247009,True
008A30.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/008A30.JPG,8,30,35.0,27.0,True,0.6522663831710815,False
008A31.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/008A31.JPG,8,31,38.0,27.0,True,0.6271778345108032,False
008A33.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/008A33.JPG,8,33,52.0,29.0,True,0.7508990168571472,False
008A35.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/008A35.JPG,8,35,22.0,10.0,True,0.5937846899032593,False
008A41.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/008A41.JPG,8,41,34.0,17.0,True,0.5823848247528076,False
009A00.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/009A00.JPG,9,0,2.0,1.0,True,0.6471743583679199,False
009A01.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/009A01.JPG,9,1,3.0,2.0,True,0.7421955466270447,True
009A03.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/009A03.JPG,9,3,3.0,2.0,True,0.5985217094421387,False
009A05.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/009A05.JPG,9,5,8.0,5.0,True,0.6100622415542603,False
009A09.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/009A09.JPG,9,9,10.0,4.0,True,0.5774664282798767,False
009A11.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/009A11.JPG,9,11,16.0,2.0,True,0.7427111268043518,True
009A13.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/009A13.JPG,9,13,25.0,7.0,True,0.6808262467384338,False
009A14.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/009A14.JPG,9,14,15.0,1.0,True,0.7513066530227661,True
009A16a.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/009A16a.JPG,9,16,16.0,3.0,True,0.6205325126647949,False
009A16b.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/009A16b.JPG,9,16,17.0,8.0,True,0.6397120952606201,True
009A18.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/009A18.JPG,9,18,25.0,9.0,True,0.6097513437271118,False
009A22a.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/009A22a.JPG,9,22,19.0,2.0,True,0.6503205299377441,False
009A22b.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/009A22b.JPG,9,22,19.0,10.0,True,0.6484734416007996,False
010A01.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/010A01.JPG,10,1,1.0,1.0,True,0.6489208936691284,False
010A04.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/010A04.JPG,10,4,8.0,3.0,True,0.7274597883224487,False
010A05.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/010A05.JPG,10,5,8.0,2.0,True,0.6212025880813599,False
010A06.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/010A06.JPG,10,6,8.0,3.0,True,0.6598436832427979,False
010A07a.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/010A07a.JPG,10,7,7.0,3.0,True,0.733113169670105,False
010A07b.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/010A07b.JPG,10,7,11.0,5.0,True,0.6326020956039429,False
010A09.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/010A09.JPG,10,9,11.0,5.0,True,0.6469058990478516,False
010A10.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/010A10.JPG,10,10,15.0,6.0,True,0.6930199265480042,False
010A12.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/010A12.JPG,10,12,16.0,10.0,True,0.7412553429603577,False
010A15.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/010A15.JPG,10,15,26.0,13.0,True,0.6077160239219666,False
010A16.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/010A16.JPG,10,16,24.0,4.0,True,0.6359544992446899,False
010A18.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/010A18.JPG,10,18,28.0,10.0,True,0.6153135299682617,False
011A02.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/011A02.JPG,11,2,3.0,1.0,True,0.5472645163536072,False
011A05.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/011A05.JPG,11,5,7.0,5.0,True,0.5490662455558777,False
011A07.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/011A07.JPG,11,7,7.0,3.0,True,0.5943484902381897,False
011A11.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/011A11.JPG,11,11,8.0,3.0,True,0.7078649401664734,False
011A13.JPG,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/fgnet_raw/FGNET/images/011A13.JPG,11,13,8.0,8.0,True,0.6887601017951965,False
