file_name,path,real_age,apparent_age,predicted,spread,detected,face_frac,padded,split
000025.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000025.jpg,30,28.4375,27.0,12.0,True,0.09103580564260483,False,train
000026.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000026.jpg,24,27.1898734177215,56.0,15.0,True,0.41227781772613525,False,train
000027.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000027.jpg,35,36.8636363636364,34.0,7.0,True,0.6170513033866882,True,train
000028.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000028.jpg,65,60.8571428571429,26.0,18.0,True,0.1303977221250534,False,train
000029.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000029.jpg,13,17.8947368421053,15.0,10.0,True,0.48196178674697876,False,train
000030.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000030.jpg,1,1.26315789473684,3.0,2.0,True,0.64312344789505,False,train
000031.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000031.jpg,28,23.1818181818182,26.0,5.0,True,0.476717472076416,False,train
000032.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000032.jpg,27,27.1538461538462,39.0,13.0,True,0.17755550146102905,False,train
000033.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000033.jpg,16,16.25,20.0,7.0,True,0.5519691109657288,False,train
000034.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000034.jpg,4,3.9,4.0,2.0,True,0.4919334650039673,False,train
000035.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000035.jpg,16,15.7333333333333,18.0,0.0,True,0.9759897589683533,False,train
000036.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000036.jpg,2,3.56410256410256,3.0,2.0,True,0.4700171947479248,False,train
000037.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000037.jpg,31,36.6981132075472,39.0,35.0,True,0.3579775393009186,False,train
000038.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000038.jpg,10,8.46153846153846,8.0,5.0,True,0.2697400450706482,False,train
000039.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000039.jpg,4,4.86842105263158,4.0,3.0,True,0.5247125029563904,False,train
000040.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000040.jpg,1,1.23684210526316,3.0,0.0,True,0.36568811535835266,False,train
000041.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000041.jpg,34,29.9230769230769,34.0,21.0,True,0.7078128457069397,False,train
000042.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000042.jpg,15,20.9105691056911,21.0,7.0,True,0.6563935279846191,False,train
000043.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000043.jpg,30,35.8947368421053,18.0,1.0,True,0.2957313060760498,False,train
000044.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000044.jpg,8,3.31578947368421,9.0,7.0,True,0.261497437953949,False,train
000045.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000045.jpg,20,26.2857142857143,27.0,4.0,True,0.27734166383743286,False,train
000046.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000046.jpg,16,17.2894736842105,34.0,53.0,True,0.5086294412612915,False,train
000047.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000047.jpg,19,20.7777777777778,19.0,2.0,True,0.48393309116363525,False,train
000048.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000048.jpg,40,44.6388888888889,53.0,9.0,True,0.4439083933830261,False,train
000049.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000049.jpg,10,8.18421052631579,24.0,10.0,True,0.13006968796253204,False,train
000050.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000050.jpg,42,36.3076923076923,36.0,12.0,True,0.43975093960762024,False,train
000051.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000051.jpg,23,24.1470588235294,24.0,6.0,True,0.22420284152030945,False,train
000052.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000052.jpg,25,25.7894736842105,26.0,2.0,True,0.2714223563671112,False,train
000053.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000053.jpg,1,1.16666666666667,12.0,53.0,True,0.1592370867729187,False,train
000054.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000054.jpg,58,62.4210526315789,56.0,15.0,True,0.4616738557815552,False,train
000055.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000055.jpg,23,21.2666666666667,17.0,3.0,True,0.3684745132923126,False,train
000056.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000056.jpg,44,35.7857142857143,45.0,23.0,True,0.40300726890563965,False,train
000057.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000057.jpg,7,4.1025641025641,8.0,3.0,True,0.41465190052986145,False,train
000058.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000058.jpg,21,21.8857142857143,26.0,14.0,True,0.23763322830200195,False,train
000059.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000059.jpg,14,17.9125,20.0,10.0,True,0.508719265460968,False,train
000060.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000060.jpg,28,25.3571428571429,30.0,11.0,True,0.29267174005508423,False,train
000061.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000061.jpg,24,27.1764705882353,18.0,10.0,True,0.21603496372699738,False,train
000062.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000062.jpg,10,7.63157894736842,50.0,45.0,True,0.27789366245269775,False,train
000063.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000063.jpg,40,33.7391304347826,32.0,14.0,True,0.31130626797676086,False,train
000064.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000064.jpg,26,26.1232876712329,55.0,14.0,True,0.4206673800945282,False,train
000065.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000065.jpg,34,31.9642857142857,32.0,7.0,True,0.45803147554397583,False,train
000066.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000066.jpg,48,59.1666666666667,59.0,24.0,True,0.21196508407592773,False,train
000067.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000067.jpg,39,37.6923076923077,61.0,11.0,True,0.2766900658607483,False,train
000068.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000068.jpg,5,3.66666666666667,4.0,2.0,True,0.5085788369178772,False,train
000069.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000069.jpg,24,24.4516129032258,19.0,15.0,True,0.3850422501564026,False,train
000070.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000070.jpg,27,28.8461538461538,35.0,7.0,True,0.5285561084747314,False,train
000071.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000071.jpg,45,38.6153846153846,43.0,29.0,True,0.47275522351264954,False,train
000072.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000072.jpg,24,25.047619047619,39.0,11.0,True,0.18176378309726715,False,train
000073.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000073.jpg,21,19.5714285714286,25.0,11.0,True,0.4092458188533783,False,train
000074.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000074.jpg,24,23.6818181818182,27.0,11.0,True,0.35719794034957886,False,train
000075.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000075.jpg,24,34.0263157894737,35.0,10.0,True,0.4020189940929413,False,train
000076.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000076.jpg,26,19.0,18.0,2.0,True,0.33855581283569336,False,train
000077.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000077.jpg,14,20.9230769230769,18.0,0.0,True,0.5651670098304749,False,train
000078.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000078.jpg,17,17.2307692307692,26.0,7.0,True,0.10394683480262756,False,train
000079.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000079.jpg,2,1.84615384615385,3.0,1.0,True,0.4694302976131439,False,train
000080.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000080.jpg,27,25.28125,24.0,6.0,True,0.5357242226600647,False,train
000081.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000081.jpg,23,25.8823529411765,18.0,2.0,True,0.5422917604446411,False,train
000082.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000082.jpg,25,26.1428571428571,28.0,21.0,True,0.08661063760519028,False,train
000083.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000083.jpg,18,24.4036697247706,24.0,11.0,True,0.4234430193901062,False,train
000084.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000084.jpg,58,53.5,53.0,6.0,True,0.321479856967926,False,train
000085.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000085.jpg,51,41.4,90.0,0.0,False,0.0,False,train
000086.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000086.jpg,25,28.2857142857143,35.0,31.0,True,0.40567895770072937,False,train
000087.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000087.jpg,29,30.7631578947368,26.0,3.0,True,0.5041243433952332,False,train
000088.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000088.jpg,37,34.8695652173913,43.0,14.0,True,0.44997963309288025,False,train
000089.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000089.jpg,50,56.2,56.0,4.0,True,0.42904818058013916,False,train
000090.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000090.jpg,35,24.8333333333333,32.0,22.0,True,0.5728498697280884,False,train
000091.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000091.jpg,22,24.0769230769231,25.0,3.0,True,0.5356574654579163,False,train
000092.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000092.jpg,28,25.9444444444444,50.0,50.0,True,0.38398849964141846,False,train
000093.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000093.jpg,59,59.5172413793103,62.0,9.0,True,0.5262985825538635,False,train
000094.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000094.jpg,30,30.6153846153846,32.0,18.0,True,0.17044080793857574,False,train
000095.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000095.jpg,17,23.7272727272727,26.0,8.0,True,0.0979517325758934,False,train
000096.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000096.jpg,53,43.9230769230769,53.0,25.0,True,0.23459087312221527,False,train
000097.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000097.jpg,51,53.4615384615385,39.0,36.0,True,0.4428769648075104,False,train
000098.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000098.jpg,24,33.8235294117647,41.0,17.0,True,0.31866228580474854,False,train
000099.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000099.jpg,19,20.9555555555556,41.0,21.0,True,0.20118114352226257,False,train
000100.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000100.jpg,45,44.5454545454545,50.0,13.0,True,0.07152131199836731,False,train
000101.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000101.jpg,9,9.81578947368421,9.0,4.0,True,0.2053714394569397,False,train
000102.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000102.jpg,41,41.3076923076923,51.0,15.0,True,0.18498055636882782,False,train
000103.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000103.jpg,32,31.875,47.0,53.0,True,0.2887119650840759,False,train
000104.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000104.jpg,27,36.75,41.0,36.0,True,0.5117499232292175,False,train
000105.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000105.jpg,60,55.8461538461538,50.0,23.0,True,0.43306607007980347,False,train
000106.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000106.jpg,45,47.3076923076923,53.0,15.0,True,0.16141358017921448,False,train
000107.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000107.jpg,23,20.5714285714286,33.0,13.0,True,0.33682042360305786,False,train
000108.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000108.jpg,38,34.3921568627451,36.0,25.0,True,0.3145333230495453,False,train
000109.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000109.jpg,20,24.2,26.0,3.0,True,0.2545841336250305,False,train
000110.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000110.jpg,13,17.6875,11.0,8.0,True,0.4291158616542816,False,train
000111.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000111.jpg,54,46.0,40.0,9.0,True,0.4504852592945099,False,train
000112.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000112.jpg,49,41.9230769230769,56.0,9.0,True,0.5845072865486145,False,train
000113.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000113.jpg,19,23.08,18.0,3.0,True,0.3539867103099823,False,train
000114.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000114.jpg,36,38.3,39.0,8.0,True,0.5104538798332214,False,train
000115.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000115.jpg,80,89.1538461538462,90.0,10.0,True,0.23737838864326477,False,train
000116.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000116.jpg,24,25.3846153846154,25.0,5.0,True,0.6085855960845947,False,train
000117.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000117.jpg,11,12.8695652173913,16.0,4.0,True,0.2421608865261078,False,train
000118.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000118.jpg,8,8.7027027027027,10.0,2.0,True,0.24615594744682312,False,train
000119.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000119.jpg,60,57.4957983193277,62.0,12.0,True,0.24452152848243713,False,train
000120.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000120.jpg,70,65.1315789473684,61.0,7.0,True,0.4137040972709656,False,train
000121.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000121.jpg,23,24.6363636363636,29.0,26.0,True,0.38474979996681213,False,train
000122.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000122.jpg,15,16.0,18.0,1.0,True,0.34303367137908936,False,train
000123.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000123.jpg,22,24.1666666666667,18.0,2.0,True,0.6154811382293701,False,train
000124.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000124.jpg,25,28.0714285714286,19.0,7.0,True,0.1722520887851715,False,train
000125.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000125.jpg,28,34.5833333333333,52.0,9.0,True,0.281859815120697,False,train
000126.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000126.jpg,37,40.219512195122,31.0,10.0,True,0.5083459615707397,False,train
000127.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000127.jpg,24,25.0,24.0,10.0,True,0.4896742105484009,False,train
000128.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000128.jpg,26,34.0263157894737,35.0,9.0,True,0.4048807919025421,False,train
000129.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000129.jpg,16,19.4,25.0,5.0,True,0.44326111674308777,False,train
000130.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000130.jpg,5,5.0,7.0,2.0,True,0.22164586186408997,False,train
000131.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000131.jpg,60,60.4615384615385,58.0,7.0,True,0.26395800709724426,False,train
000132.jpg,/Users/horganm0/.copilot/repos/copilot-worktrees/age-estimator/horganm0-risk-cautious-journey/data/appa-real-release/train/000132.jpg,43,39.7692307692308,47.0,11.0,True,0.7746965289115906,False,train
